traitName,traitNameField,fieldDescription,classification,origin,shuffle,UKCategory_temp,main_category,main_category_name,classFirst,classBig,class,brainRegion,leftOrRight,dataType,focus,brain_related_traits,value_type,strata,sexed,brain2brain
41204.0.39,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.4,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.40,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.41,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.42,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.43,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.44,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.45,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.46,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.47,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.48,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.49,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.5,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.50,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.51,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.52,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.53,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.54,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.55,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.56,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.57,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.58,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.59,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.6,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.60,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.61,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.62,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.63,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.64,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.65,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.66,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.67,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.68,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.69,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.7,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.70,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.71,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.72,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.73,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.74,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.75,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.76,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.77,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.78,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.79,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.8,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.80,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.81,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.82,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.83,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.84,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.85,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.86,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.87,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.88,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.89,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.9,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.90,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.91,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.92,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.93,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.94,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.95,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.96,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.97,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.98,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41204.0.99,41204,Diagnoses - secondary ICD10,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41205.0.0,41205,Diagnoses - secondary ICD9,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41205.0.1,41205,Diagnoses - secondary ICD9,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41205.0.10,41205,Diagnoses - secondary ICD9,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41205.0.11,41205,Diagnoses - secondary ICD9,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41205.0.12,41205,Diagnoses - secondary ICD9,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41205.0.13,41205,Diagnoses - secondary ICD9,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41205.0.14,41205,Diagnoses - secondary ICD9,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41205.0.15,41205,Diagnoses - secondary ICD9,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41205.0.16,41205,Diagnoses - secondary ICD9,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41205.0.17,41205,Diagnoses - secondary ICD9,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41205.0.18,41205,Diagnoses - secondary ICD9,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41205.0.19,41205,Diagnoses - secondary ICD9,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41205.0.2,41205,Diagnoses - secondary ICD9,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41205.0.20,41205,Diagnoses - secondary ICD9,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41205.0.21,41205,Diagnoses - secondary ICD9,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41205.0.22,41205,Diagnoses - secondary ICD9,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41205.0.23,41205,Diagnoses - secondary ICD9,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41205.0.24,41205,Diagnoses - secondary ICD9,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41205.0.25,41205,Diagnoses - secondary ICD9,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41205.0.26,41205,Diagnoses - secondary ICD9,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41205.0.27,41205,Diagnoses - secondary ICD9,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41205.0.28,41205,Diagnoses - secondary ICD9,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41205.0.29,41205,Diagnoses - secondary ICD9,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41205.0.3,41205,Diagnoses - secondary ICD9,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41205.0.4,41205,Diagnoses - secondary ICD9,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41205.0.5,41205,Diagnoses - secondary ICD9,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41205.0.6,41205,Diagnoses - secondary ICD9,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41205.0.7,41205,Diagnoses - secondary ICD9,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41205.0.8,41205,Diagnoses - secondary ICD9,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41205.0.9,41205,Diagnoses - secondary ICD9,,,,,2002,Summary Diagnoses,,,,,,,,,22,0,0,
41206.0.0,41206,Intended management of patient (polymorphic),,0.013598987,0.000971294,,2001,Summary Administration,,,other,,,,,,41,2,0,
41206.0.1,41206,Intended management of patient (polymorphic),,,,,2001,Summary Administration,,,other,,,,,,41,2,0,
41206.0.2,41206,Intended management of patient (polymorphic),,,,,2001,Summary Administration,,,other,,,,,,41,2,0,
41206.0.3,41206,Intended management of patient (polymorphic),,,,,2001,Summary Administration,,,other,,,,,,41,2,0,
41206.0.4,41206,Intended management of patient (polymorphic),,,,,2001,Summary Administration,,,other,,,,,,41,2,0,
41206.0.5,41206,Intended management of patient (polymorphic),,,,,2001,Summary Administration,,,other,,,,,,41,2,0,
41206.0.6,41206,Intended management of patient (polymorphic),,,,,2001,Summary Administration,,,other,,,,,,41,2,0,
41207.0.0,41207,Main speciality of consultant (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41207.0.1,41207,Main speciality of consultant (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41207.0.10,41207,Main speciality of consultant (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41207.0.11,41207,Main speciality of consultant (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41207.0.12,41207,Main speciality of consultant (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41207.0.13,41207,Main speciality of consultant (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41207.0.14,41207,Main speciality of consultant (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41207.0.15,41207,Main speciality of consultant (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41207.0.16,41207,Main speciality of consultant (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41207.0.17,41207,Main speciality of consultant (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41207.0.18,41207,Main speciality of consultant (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41207.0.2,41207,Main speciality of consultant (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41207.0.3,41207,Main speciality of consultant (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41207.0.4,41207,Main speciality of consultant (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41207.0.5,41207,Main speciality of consultant (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41207.0.6,41207,Main speciality of consultant (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41207.0.7,41207,Main speciality of consultant (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41207.0.8,41207,Main speciality of consultant (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41207.0.9,41207,Main speciality of consultant (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41208.0.0,41208,Treatment speciality of consultant (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41208.0.1,41208,Treatment speciality of consultant (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41208.0.10,41208,Treatment speciality of consultant (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41208.0.11,41208,Treatment speciality of consultant (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41208.0.12,41208,Treatment speciality of consultant (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41208.0.13,41208,Treatment speciality of consultant (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41208.0.14,41208,Treatment speciality of consultant (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41208.0.15,41208,Treatment speciality of consultant (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41208.0.16,41208,Treatment speciality of consultant (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41208.0.17,41208,Treatment speciality of consultant (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41208.0.18,41208,Treatment speciality of consultant (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41208.0.19,41208,Treatment speciality of consultant (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41208.0.2,41208,Treatment speciality of consultant (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41208.0.20,41208,Treatment speciality of consultant (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41208.0.21,41208,Treatment speciality of consultant (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41208.0.3,41208,Treatment speciality of consultant (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41208.0.4,41208,Treatment speciality of consultant (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41208.0.5,41208,Treatment speciality of consultant (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41208.0.6,41208,Treatment speciality of consultant (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41208.0.7,41208,Treatment speciality of consultant (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41208.0.8,41208,Treatment speciality of consultant (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41208.0.9,41208,Treatment speciality of consultant (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41209.0.0,41209,Patient classification on admission (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41209.0.1,41209,Patient classification on admission (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41209.0.2,41209,Patient classification on admission (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41209.0.3,41209,Patient classification on admission (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41209.0.4,41209,Patient classification on admission (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41209.0.5,41209,Patient classification on admission (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41209.0.6,41209,Patient classification on admission (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41210.0.0,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.1,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.10,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.11,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.12,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.13,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.14,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.15,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.16,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.17,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.18,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.19,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.2,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.20,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.21,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.22,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.23,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.24,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.25,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.26,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.27,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.28,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.29,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.3,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.30,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.31,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.32,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.33,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.34,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.35,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.36,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.37,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.38,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.39,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.4,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.40,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.41,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.42,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.43,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.44,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.45,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.46,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.47,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.48,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.49,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.5,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.50,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.51,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.52,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.53,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.54,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.55,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.56,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.57,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.58,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.59,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.6,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.60,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.61,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.62,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.63,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.64,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.65,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.66,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.67,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.68,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.69,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.7,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.70,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.71,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.72,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.73,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.74,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.75,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.76,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.77,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.78,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.79,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.8,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.80,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.81,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.82,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.83,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.84,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.85,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41210.0.9,41210,Operative procedures - secondary OPCS4,,,,,2005,Summary Operations,,,,,,,,,22,0,0,
41211.0.0,41211,Destinations on discharge from hospital (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41211.0.1,41211,Destinations on discharge from hospital (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41211.0.10,41211,Destinations on discharge from hospital (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41211.0.11,41211,Destinations on discharge from hospital (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41211.0.2,41211,Destinations on discharge from hospital (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41211.0.3,41211,Destinations on discharge from hospital (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41211.0.4,41211,Destinations on discharge from hospital (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41211.0.5,41211,Destinations on discharge from hospital (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
41211.0.6,41211,Destinations on discharge from hospital (polymorphic),,,,,2001,Summary Administration,,,,,,,,,41,2,0,
